,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
975,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '35329.2']","['finalValue', '1078']","['VENUS HOUSEWARE IKE', 'orderCount']",['15'],['35338.4'],"['64960.0', 'wastePercentage']","['10.0', 'ewc']",['0.0']
976,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140 191202]']","['15472.140000000001', 'startingValue']","['finalValue', '1002']","['ΑΦΟΙ ΓΙΑΝΝΟΥΚΑΚΗ ΑΕ', 'orderCount']",['4'],['15551.37'],"['17410.0', 'wastePercentage']","['85.0', 'ewc']",['0.3']
977,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '21151.0']","['1072', 'finalValue']","['ΙΕΡΩΝΥΜΑΚΗΣ INOX ABEE', 'orderCount']",['3'],['21247.0'],"['24325.0', 'wastePercentage']","['110.0', 'ewc']",['0.4']
978,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '15723.925']","['finalValue', '955']","['VETA AΕΒΕ', 'orderCount']",['2'],['15732.675'],"['wastePercentage', '18325.0']","['10.0', 'ewc']",['0.0']
979,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['waste', '[170405 191202 200135 170411 150104 200136 191001 170402 191212 160216]']","['startingValue', '648705.707']","['finalValue', '969']",['ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ'],['348'],['664663.1203'],"['4017624.0', 'wastePercentage']","['startingWeight', '109286.0']","['2.5', 'orderCount']"
980,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[170407 191202 150104 170402 170401 191203]']",['361317.28'],"['1003', 'startingValue']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.', 'orderCount']","['finalValue', '59']",['361759.65'],"['415380.0', 'wastePercentage']","['474.0', 'ewc']",['0.2']
981,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '858.925']","['finalValue', '1073']","['ΑΦΟΙ ΚΟΝΔΥΛΗ ΟΕ', 'orderCount']",['3'],['885.1249999999999'],"['2520.0', 'wastePercentage']","['35.0', 'ewc']",['2.0']
982,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '17136.0']","['1106', 'finalValue']","['ΑΦΟΙ ΓΙΑΝΝΑΚΟΠΟΥΛΟΙ Ο.Ε.', 'orderCount']",['2'],['17250.75'],"['20295.0', 'wastePercentage']","['135.0', 'ewc']",['0.7']
983,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[191202 191203 120104]']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['1553385.0', 'wastePercentage']","['1639.0', 'ewc']",['0.3']
984,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[191202 160801 191203 160118 160122 170411 191212]']","['962668.699', 'startingValue']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
985,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['67363.15', 'startingValue']","['finalValue', '1043']","['ΑΦΟΙ ΓΚΡΕΚΗ ΕΜΠΟΡΙΚΗ-ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ', 'orderCount']",['6'],['67500.05'],"['69730.0', 'wastePercentage']","['135.0', 'ewc']",['0.3']
986,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[191203]']","['startingValue', '140301.74']","['finalValue', '1255']","['ΣΤΟΥΡΝΑΡΑΣ Σ. ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ.)', 'orderCount']",['14'],['140560.2'],"['69490.0', 'wastePercentage']","['138.0', 'ewc']",['0.4']
987,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['waste', '[170405 170411 200136]']","['startingValue', '50076.51765']","['finalValue', '1042']","['ΒΕΠΑΛ ΑΕ', 'orderCount']",['25'],['51660.63765'],"['389530.0', 'wastePercentage']","['startingWeight', '11120.0']",['8.4']
988,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140 120101]']","['161139.45', 'startingValue']","['finalValue', '1050']","['ΠΡΟΜΕΤΑΛΜΠΑΚΛΗ  ΑΕΒΕ', 'orderCount']",['21'],['161198.1'],"['167695.0', 'wastePercentage']","['60.0', 'ewc']",['0.1']
989,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['1242', 'finalValue']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
990,SUPPLIES,['Non-Ferrous'],,,"['STAINLESS STEEL NON-CONFORMITIES', 'Category']",['645'],['80002'],,,,,,,,,,"['[170411 160801 191203]', 'startingWeight']","['startingValue', '32243.21']","['finalValue', '1005']","['ΔΗΜΟΠΟΥΛΟΣ  ΑΘ. ΔΗΜΟΣΘΕΝΗΣ', 'orderCount']",['5'],['32251.71'],"['15978.0', 'wastePercentage']","['10.0', 'ewc']",['0.0']
991,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
992,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['[160117 191203 170403 170407 191202]', 'startingWeight']",['74443.05'],"['startingValue', '1225']","['ΒΑΓΓΕΛΟΚΩΣΤΑ ΑΦΟΙ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['finalValue', '5']",['74554.85'],"['75130.0', 'wastePercentage']","['170.0', 'ewc']",['0.4']
993,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
994,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['startingValue', '1267']","['ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['34', 'finalValue']",['177066.16'],"['198945.0', 'wastePercentage']","['650.0', 'ewc']",['0.5']
995,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['startingWeight', '[191203 170401]']","['246092.7', 'startingValue']","['finalValue', '1027']","['ΧΑΡΔΑΛΗΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ', 'orderCount']",['7'],['246184.0'],"['90420.0', 'wastePercentage']","['110.0', 'ewc']",['0.2']
996,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
997,SUPPLIES,['Non-Ferrous'],,,"['ZINC NON-CONFORMITIES', 'Category']",['646'],['80003'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
998,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
999,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[160122 191203 170402 191202]']",['58793.82'],"['1249', 'startingValue']","['ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '10']",['59144.43'],"['68615.0', 'wastePercentage']","['323.0', 'ewc']",['0.5']
1000,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[160801 170402 170411 191203 191001 170403 160118 200140 120103]']",['382737.077'],"['startingValue', '977']","['ΑΕΙΦΟΡΟΣ ΕΤΑΙΡ ΕΠΕΞΕΡΓ ΜΕΤΑΛΛΩΝ ΑΕ', 'orderCount']","['finalValue', '32']",['382941.537'],"['376213.0', 'wastePercentage']","['108.0', 'ewc']",['0.5']
1001,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['41869.36', 'startingValue']","['1211', 'finalValue']","['CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['16'],['42270.395'],"['41537.0', 'wastePercentage']","['399.0', 'ewc']",['1.0']
1002,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
1003,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['startingValue', '1267']","['ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['34', 'finalValue']",['177066.16'],"['198945.0', 'wastePercentage']","['650.0', 'ewc']",['0.5']
1004,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
1005,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['[160117 191203 170403 170407 191202]', 'startingWeight']",['74443.05'],"['startingValue', '1225']","['ΒΑΓΓΕΛΟΚΩΣΤΑ ΑΦΟΙ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['finalValue', '5']",['74554.85'],"['75130.0', 'wastePercentage']","['170.0', 'ewc']",['0.4']
1006,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[191203 191212 191202 160122]']",['93284.775'],"['1261', 'startingValue']","['ΛΑΣΚΑΡΙΔΗΣ METAL SCRAP ΙΚΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '14']",['93608.125'],"['67780.0', 'wastePercentage']","['191.0', 'ewc']",['0.7']
1007,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
1008,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
1009,SUPPLIES,['Non-Ferrous'],,,"['LEAD NON-CONFORMITIES', 'Category']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[170407 191202 150104 170402 170401 191203]']",['361317.28'],"['1003', 'startingValue']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.', 'orderCount']","['finalValue', '59']",['361759.65'],"['415380.0', 'wastePercentage']","['474.0', 'ewc']",['0.2']
1010,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160122 191203 170402 191202]']",['58793.82'],"['1249', 'startingValue']","['ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '10']",['59144.43'],"['68615.0', 'wastePercentage']","['323.0', 'ewc']",['0.5']
1011,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160801 170402 170411 191203 191001 170403 160118 200140 120103]']",['382737.077'],"['startingValue', '977']","['ΑΕΙΦΟΡΟΣ ΕΤΑΙΡ ΕΠΕΞΕΡΓ ΜΕΤΑΛΛΩΝ ΑΕ', 'orderCount']","['finalValue', '32']",['382941.537'],"['376213.0', 'wastePercentage']","['108.0', 'ewc']",['0.5']
1012,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[191203 191212 191202 160122]']",['93284.775'],"['1261', 'startingValue']","['ΛΑΣΚΑΡΙΔΗΣ METAL SCRAP ΙΚΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '14']",['93608.125'],"['67780.0', 'wastePercentage']","['191.0', 'ewc']",['0.7']
1013,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
1014,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[200140 170405 150104 191202 200136 120101 191203]']","['37799.4899', 'startingValue']","['1052', 'finalValue']",['ΕΛΛΗΝΙΚΑ ΚΑΛΩΔΙΑ ΕΛΛ.ΒΙΟΜ.ΚΑΛΩΔ.ΜΟΝ'],"['49', 'wastePercentage']",['43003.5199'],"['330771.0', 'orderCount']","['48127.0', 'ewc']",['11.9']
1015,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['startingValue', '1267']","['ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['34', 'finalValue']",['177066.16'],"['198945.0', 'wastePercentage']","['650.0', 'ewc']",['0.5']
1016,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
1017,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[170405 200135 191202 170411 191212 170407]']",['115526.49'],"['startingValue', '1082']","['ΝΟΒΑΛ ΠΡΟΠΕΡΤΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΕ', 'orderCount']","['finalValue', '45']",['115781.39'],"['945235.0', 'wastePercentage']","['1860.0', 'ewc']",['0.3']
1018,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160801 160118 160122]']","['startingValue', '74708.4']","['1030', 'finalValue']","['ΑΦΟΙ ΚΑΤΣΙΑΒΟΥ ΟΕ', 'orderCount']",['12'],['74723.35'],"['85877.0', 'wastePercentage']","['23.0', 'ewc']",['0.0']
1019,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
1020,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['[160117 191203 170403 170407 191202]', 'startingWeight']",['74443.05'],"['startingValue', '1225']","['ΒΑΓΓΕΛΟΚΩΣΤΑ ΑΦΟΙ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['finalValue', '5']",['74554.85'],"['75130.0', 'wastePercentage']","['170.0', 'ewc']",['0.4']
1021,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['waste', '[170405 191202 200135 170411 150104 200136 191001 170402 191212 160216]']","['startingValue', '648705.707']","['finalValue', '969']",['ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ'],['348'],['664663.1203'],"['4017624.0', 'wastePercentage']","['startingWeight', '109286.0']","['2.5', 'orderCount']"
1022,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['startingValue', '1198']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['35115.0', 'wastePercentage']","['169.0', 'ewc']",['0.7']
1023,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
1024,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160106 160117 160118 160801 191202 160122]']",['157705.25'],"['startingValue', '1048']","['ΕΜ. ΠΑΤΕΛΗΣ-Μ. ΣΠΑΝΟΥ Ο.Ε.', 'orderCount']","['23', 'finalValue']",['158791.55000000002'],"['352833.0', 'wastePercentage']","['7485.0', 'ewc']",['1.4']
1025,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['waste', '[200140]']",['482.0'],"['1264', 'startingValue']","['SPECIFAR Α.Β.Ε.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '4']",['538.5'],"['2900.0', 'wastePercentage']","['startingWeight', '270.0']",['9.7']
1026,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['startingValue', '1233']","['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '54']",['609950.6849999999'],"['691758.0', 'wastePercentage']","['2138.0', 'ewc']",['0.3']
1027,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[191202 160801 191203 160118 160122 170411 191212]']","['962668.699', 'startingValue']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
1028,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['41869.36', 'startingValue']","['1211', 'finalValue']","['CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['16'],['42270.395'],"['41537.0', 'wastePercentage']","['399.0', 'ewc']",['1.0']
1029,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[191203 160122 191202 160214 191212]']",['224597.85'],"['startingValue', '1262']","['ΤΟΣΣΟΥΝΙΔΗΣ SCRAP METAL ΜΟΝ.ΙΚΕ(ΤΟΜ', 'orderCount']","['finalValue', '48']",['224889.225'],"['469950.0', 'wastePercentage']","['358.0', 'ewc']",['0.2']
1030,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[170405 170402 191203 170407]']",['30383.55'],"['1080', 'startingValue']","['ΦΩΤΕΙΝΑΚΗΣ ΑΓΗΣ.ΧΑΡΑΛΑΜΠΟΣ', 'orderCount']","['finalValue', '4']",['30519.5'],"['wastePercentage', '26735.0']","['158.0', 'ewc']",['1.0']
1031,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[160106 160117 160801 160122 191202 160118]']",['444266.75'],"['1257', 'startingValue']","['ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ', 'orderCount']","['finalValue', '516']",['444924.775'],"['wastePercentage', '2427634.0']","['3900.0', 'ewc']",['0.2']
1032,SUPPLIES,['Non-Ferrous'],,,"['WEEE NON-CONFORMITIES', 'Category']",['648'],['80005'],,,,,,,,,,"['startingWeight', '[20110]']","['15397.785', 'startingValue']","['1062', 'finalValue']","['FONTANA FOUNTAINS ABEE', 'orderCount']",['9'],['15556.035'],"['17877.0', 'wastePercentage']","['195.0', 'ewc']",['1.8']
1033,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['COPPER SCRAP NEW CANDY(E)', 'Category']",['663'],['50134'],['Nonferrous Scrap - Red Metals'],,,,"[' commutator segments', 'Clippings', ' punchings', ' bus bars', ' copper tubing']",,['Copper '],"[' unalloyed', 'clean', ' uncoated']",['No. 1 Heavy Copper Solids and Tubing'],,,['3'],['Candy'],,,,,
1034,SUPPLIES,['Non-Ferrous'],,,"['BRASS SCRAP HONEY AS PER ISRI (E)', 'Category']",['665'],['50113'],,,,,,,,,,"['startingWeight', '[191203 160118 120103 170405]']",['962776.1782'],"['startingValue', '1111']","['AEIFOROS BULGARIA SA', 'orderCount']","['finalValue', '16']",['962776.1782'],"['370330.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
